study_ID,Study,island_code,island_name,number_of_islands,n_island_cat,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,island_type,DEM_elevation_max,DEM_elevation_min,island_lat,island_lon,island_type2,fixed_proportional,dataset_coord_lat,dataset_coord_long,sampling_effort,sampling_effort_unit,sampling_method,sampling_method_dimensions,sampling_notes,sampling_time_frame,no_hours_sampled
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Port Blair,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,469,1,11.816,92.635,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Radha nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.54972222,92.98,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Rajiv Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.256944444,94.17111111,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Ranghat,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,501,1,12.506425,92.91388889,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Ross Island,Ross (NA),45,Above 30,28,Davidar_2001,45,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,38,1,13.507,92.871,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Rutland island,Rutland,45,Above 30,13717,Surendran_Vasudevan_2015,433,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,442,1,11.421,92.642,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Shastri Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.000833333,93.96583333,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Shibpur,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.35527778,92.30305556,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Shompen Hut,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.226944444,93.96805556,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Smith Island,Smith Island,45,Above 30,2045,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,131,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,442,1,11.421,92.642,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,South Andaman,"Afra Bay, Mount Harriert, Port Blair, Rajiv Nagar",45,Above 30,135082,Surendran_Vasudevan_2015,NA,NA,NA,Herpetofauna,True Island,NA,NA,7.214166667,93.81805556,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,South button,South button,45,Above 30,500,Wikipedia,NA,NA,NA,Herpetofauna,True Island,469,1,11.816,92.635,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Tugapur,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,32,1,13.02166667,92.94944444,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Afra Bay,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.214166667,93.81805556,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Danapur,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.07222222,92.98083333,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Diglipur,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.31083333,93.16916667,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,East West Road,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.2125,93.98027778,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Galathea Bay,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,6.8825,94.09472222,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Gandhi Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,6.893055556,93.98916667,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Govind Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.245833333,93.93111111,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Great Nicobar,"Galathea Bay, Gandhi Nagar, Laxmi Nagar, Magar Nallah, Shastri Nagar, Shompen Hut",45,Above 30,92100,Wikipedia,NA,NA,NA,Herpetofauna,True Island,NA,NA,6.8825,94.09472222,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Havelock,"Havelock, Govind Nagar",45,Above 30,11393,Surendran_Vasudevan_2015,160,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,202,1,11.976,92.993,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Iawful Greek,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.176388889,93.93472222,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Inglis,Inglis,45,Above 30,140,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,35,1,12.139,93.116,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Johinder Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.2125,93.98027778,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,John Lawrence,John Lawrence,45,Above 30,3500,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,139,1,12.088,93.025,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Kalighat,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.11333333,93.11388889,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Kalpong,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,61,1,13.66888889,93.20638889,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Karmatang,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,36,1,12.91722222,92.945,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Kishore nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,61,1,13.66805556,93.10777778,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Kondul island,Kondul Island,45,Above 30,155,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,130,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,150,1,7.214,93.715,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Landfall Island,Landfall,45,Above 30,1300,Davidar_2001,40,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,52,1,13.66,93.003,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Laxmi Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,6.9875,93.93277778,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Little Andaman,Little Andaman,45,Above 30,73439,Surendran_Vasudevan_2015,175,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,177,1,10.695,92.489,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Magar Nallah,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.123611111,94.12722222,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
