study_ID,Study,island_code,number_of_islands,n_island_cat,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,Type_of_island,island_type,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,sampling_effort,sampling_effort_unit
Werner_Zalewski_2006,Werner_Zalewski_2006_data,wil,15,10 to 15,Ilmy Wielkie,1.00,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,Beetles,lake island,lake island,," 54° 6'50.11""N,  21°38'21.08""E"," 54° 6'50.11""N,  21°38'21.08""E",54.11391944,21.63918889,3,trap per island
Werner_Zalewski_2006,Werner_Zalewski_2006_data,wron,15,10 to 15,Kępa Wronia N,0.15,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,Beetles,lake island,lake island,," 54° 2'34.89""N,  21°41'55.86""E"," 54° 2'34.89""N,  21°41'55.86""E",54.043025,21.69885,2,trap per island
Werner_Zalewski_2006,Werner_Zalewski_2006_data,wros,15,10 to 15,Kępa Wronia S,0.15,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,Beetles,lake island,lake island,," 54° 2'31.75""N,  21°41'56.95""E"," 54° 2'31.75""N,  21°41'56.95""E",54.04215278,21.69915278,2,trap per island
Xu_2017,Xu_2017_data,1,42,Above 38,Zhoushan,47616.50,Xu_2017,,,,Invertebrates,True island,True island,,,,30.0544216,122.1313946,732,total transect distance
Xu_2017,Xu_2017_data,2,42,Above 38,Daishan,10496.70,Xu_2017,,,,Invertebrates,True island,True island,,,,30.290942,122.1698111,1102,total transect distance
Xu_2017,Xu_2017_data,3,42,Above 38,Liuheng,9365.80,Xu_2017,,,,Invertebrates,True island,True island,,,,29.729256,122.1272358,294,total transect distance
Xu_2017,Xu_2017_data,4,42,Above 38,Jintang,7735.20,Xu_2017,,,,Invertebrates,True island,True island,,,,30.0280695,121.8760294,410,total transect distance
Xu_2017,Xu_2017_data,5,42,Above 38,Zhujiajian,6181.50,Xu_2017,,,,Invertebrates,True island,True island,,,,29.9106,122.3791,231,total transect distance
Xu_2017,Xu_2017_data,6,42,Above 38,Qushan,5979.20,Xu_2017,,,,Invertebrates,True island,True island,,,,30.4437474,122.3499266,555,total transect distance
Xu_2017,Xu_2017_data,7,42,Above 38,Tiaohua,4037.00,Xu_2017,,,,Invertebrates,True island,True island,,,,29.8173,122.271,432,total transect distance
Xu_2017,Xu_2017_data,8,42,Above 38,Dachangtu,3356.20,Xu_2017,,,,Invertebrates,True island,True island,,,,30.2558,122.3562,175,total transect distance
Xu_2017,Xu_2017_data,9,42,Above 38,Daxie,2837.40,Xu_2017,,,,Invertebrates,True island,True island,,,,29.9189,121.9598,163,total transect distance
Xu_2017,Xu_2017_data,10,42,Above 38,Meishan,2690.20,Xu_2017,,,,Invertebrates,True island,True island,,,,29.7883,121.9837,146,total transect distance
Xu_2017,Xu_2017_data,11,42,Above 38,Xiushan,2287.90,Xu_2017,,,,Invertebrates,True island,True island,,,,30.1753,122.1669,164,total transect distance
Xu_2017,Xu_2017_data,12,42,Above 38,Sijiao,2135.00,Xu_2017,,,,Invertebrates,True island,True island,,,,30.7121,122.4615,339,total transect distance
Xu_2017,Xu_2017_data,13,42,Above 38,Xiazhi,1700.50,Xu_2017,,,,Invertebrates,True island,True island,,,,29.7495,122.2476,76,total transect distance
Xu_2017,Xu_2017_data,14,42,Above 38,Dengbu,1450.60,Xu_2017,,,,Invertebrates,True island,True island,,,,29.8675,122.306,138,total transect distance
Xu_2017,Xu_2017_data,15,42,Above 38,Cezi,1420.30,Xu_2017,,,,Invertebrates,True island,True island,,,,30.0938,121.9374,160,total transect distance
Xu_2017,Xu_2017_data,16,42,Above 38,Changbai,1109.80,Xu_2017,,,,Invertebrates,True island,True island,,,,30.1837,122.0361,81,total transect distance
Xu_2017,Xu_2017_data,17,42,Above 38,Xiaochangtu,1092.00,Xu_2017,,,,Invertebrates,True island,True island,,,,30.2592,122.278,90,total transect distance
Xu_2017,Xu_2017_data,18,42,Above 38,Changzhi,630.20,Xu_2017,,,,Invertebrates,True island,True island,,,,29.977,122.1651,29,total transect distance
Xu_2017,Xu_2017_data,19,42,Above 38,Gouqi,592.30,Xu_2017,,,,Invertebrates,True island,True island,,,,30.7153,122.7723,305,total transect distance
Xu_2017,Xu_2017_data,20,42,Above 38,Aoshan,515.20,Xu_2017,,,,Invertebrates,True island,True island,,,,29.9558,122.1481,99,total transect distance
Xu_2017,Xu_2017_data,21,42,Above 38,Dahuanglong,512.40,Xu_2017,,,,Invertebrates,True island,True island,,,,30.6622,122.56,150,total transect distance
Xu_2017,Xu_2017_data,22,42,Above 38,Shengshan,422.40,Xu_2017,,,,Invertebrates,True island,True island,,,,30.721,122.8218,355,total transect distance
Xu_2017,Xu_2017_data,23,42,Above 38,Dayangshan,419.10,Xu_2017,,,,Invertebrates,True island,True island,,,,30.5856,122.067,180,total transect distance
Xu_2017,Xu_2017_data,24,42,Above 38,Panzhi,377.80,Xu_2017,,,,Invertebrates,True island,True island,,,,29.9885,122.076,61,total transect distance
Xu_2017,Xu_2017_data,25,42,Above 38,Huaniao,358.60,Xu_2017,,,,Invertebrates,True island,True island,,,,30.8482,122.6817,297,total transect distance
Xu_2017,Xu_2017_data,26,42,Above 38,Lujiazhi,303.90,Xu_2017,,,,Invertebrates,True island,True island,,,,29.9344,122.2994,62,total transect distance
Xu_2017,Xu_2017_data,27,42,Above 38,Dongfu,295.30,Xu_2017,,,,Invertebrates,True island,True island,,,,30.1342,122.7664,203,total transect distance
Xu_2017,Xu_2017_data,28,42,Above 38,Miaozihu,263.80,Xu_2017,,,,Invertebrates,True island,True island,,,,30.1989,122.6799,130,total transect distance
Xu_2017,Xu_2017_data,29,42,Above 38,Mayi,222.20,Xu_2017,,,,Invertebrates,True island,True island,,,,29.8711,122.2583,141,total transect distance
Xu_2017,Xu_2017_data,30,42,Above 38,Xiaoyangshan,176.10,Xu_2017,,,,Invertebrates,True island,True island,,,,30.6278,122.0723,110,total transect distance
Xu_2017,Xu_2017_data,31,42,Above 38,Jinji,171.70,Xu_2017,,,,Invertebrates,True island,True island,,,,30.7487,122.4562,165,total transect distance
Xu_2017,Xu_2017_data,32,42,Above 38,Baisha,143.90,Xu_2017,,,,Invertebrates,True island,True island,,,,29.9382,122.4516,37,total transect distance
Xu_2017,Xu_2017_data,33,42,Above 38,Xilvhua,139.10,Xu_2017,,,,Invertebrates,True island,True island,,,,30.8226,122.6232,43,total transect distance
Xu_2017,Xu_2017_data,34,42,Above 38,Bixia,117.90,Xu_2017,,,,Invertebrates,True island,True island,,,,30.7825,122.7874,136,total transect distance
Xu_2017,Xu_2017_data,35,42,Above 38,Fuchi,109.10,Xu_2017,,,,Invertebrates,True island,True island,,,,30.0961,121.9713,124,total transect distance
Xu_2017,Xu_2017_data,36,42,Above 38,Xixiezhi,82.10,Xu_2017,,,,Invertebrates,True island,True island,,,,29.9852,122.045,96,total transect distance
Xu_2017,Xu_2017_data,37,42,Above 38,Dongkushan,24.26,Xu_2017,,,,Invertebrates,True island,True island,,,,30.8094,122.6625,10,total transect distance
Xu_2017,Xu_2017_data,38,42,Above 38,Zhuzhushan,23.94,Xu_2017,,,,Invertebrates,True island,True island,,,,30.7882,122.6673,11,total transect distance
Xu_2017,Xu_2017_data,39,42,Above 38,Qiuzishan,20.34,Xu_2017,,,,Invertebrates,True island,True island,,,,30.7963,122.6624,3,total transect distance
Xu_2017,Xu_2017_data,40,42,Above 38,Xiashanheng,7.99,Xu_2017,,,,Invertebrates,True island,True island,,,,30.7702,122.6528,3,total transect distance
Xu_2017,Xu_2017_data,41,42,Above 38,Caqishan,4.47,Xu_2017,,,,Invertebrates,True island,True island,,,,30.8352,122.6935,9,total transect distance
Xu_2017,Xu_2017_data,42,42,Above 38,Tainanshan,2.55,Xu_2017,,,,Invertebrates,True island,True island,,,,30.759,122.6596,2,total transect distance
Zagar_2013,Zagar_2013_data,Brac,4,3 to 9,Brač,39600.00,"source Wikipedia - Duplančić Leder, Tea; Ujević, Tin; Čala, Mendi (June 2004). ""Coastline lengths and areas of islands in the Croatian part of the Adriatic Sea determined from the topographic maps at the scale of 1 : 25 000"" (PDF). Geoadria. Zadar. 9 (1): 5–32. Retrieved 2011-01-21.",780,"source Wikipedia - Ostroški, Ljiljana, ed. (December 2015). Statistički ljetopis Republike Hrvatske 2015 [Statistical Yearbook of the Republic of Croatia 2015] (PDF). Statistical Yearbook of the Republic of Croatia (in Croatian and English). 47. Zagreb: Croatian Bureau of Statistics. p. 47. ISSN 1333-3305. Retrieved 27 December 2015.",,Herpetofauna,True island,True island,,"43.323437, 16.642190","43.323437, 16.642190",43.323437,16.64219,42,observer days of sampling
Zagar_2013,Zagar_2013_data,Dugi Otok ,4,3 to 9,Dugi Otok ,11444.00,"source Wikipedia - Duplančić Leder, Tea; Ujević, Tin; Čala, Mendi (June 2004). ""Coastline lengths and areas of islands in the Croatian part of the Adriatic Sea determined from the topographic maps at the scale of 1 : 25 000"" (PDF). Geoadria. Zadar. 9 (1): 5–32. Retrieved 2011-01-21.",300,Wikipedia,,Herpetofauna,True island,True island,,"43.992647, 15.091194","43.992647, 15.091194",43.992647,15.091194,48,observer days of sampling
Zagar_2013,Zagar_2013_data,Korcula,4,3 to 9,Korčula,27900.00,Wikipedia,568,Wikipedia,,Herpetofauna,True island,True island,,"42.948699, 16.888885","42.948699, 16.888885",42.948699,16.888885,64,observer days of sampling
Zagar_2013,Zagar_2013_data,Pag,4,3 to 9,Pag,28456,"source Wikipedia - Ostroški, Ljiljana, ed. (December 2015). Statistički ljetopis Republike Hrvatske 2015 [Statistical Yearbook of the Republic of Croatia 2015] (PDF). Statistical Yearbook of the Republic of Croatia (in Croatian and English). 47. Zagreb: Croatian Bureau of Statistics. p. 47. ISSN 1333-3305. Retrieved 27 December 2015.",349,"source Wikipedia - Ostroški, Ljiljana, ed. (December 2015). Statistički ljetopis Republike Hrvatske 2015 [Statistical Yearbook of the Republic of Croatia 2015] (PDF). Statistical Yearbook of the Republic of Croatia (in Croatian and English). 47. Zagreb: Croatian Bureau of Statistics. p. 47. ISSN 1333-3305. Retrieved 27 December 2015.",,Herpetofauna,True island,True island,,44°29'N 14°58'E,44°29′N 14°58′E,44.48333333,14.96666667,28,observer days of sampling
