ISL_ID,study_ID,Study,island_code,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,DEM_elevation_max,DEM_elevation_min,DEM_latitude,DEM_longitude,Taxa,Type_of_island,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,coordinate checking,sampling_effort,sampling_effort_unit,,
611,Waqasakiti_2018,Waqasakiti_2018_data,Gait,Gau,13610.00,,738.00,,,718,1,-17.98,179.275,Beetles,real island,,"-179.275E, -17.980N","179.275, -17.980",17.98,-179.275,FALSE,1,site per island,,
612,Waqasakiti_2018,Waqasakiti_2018_data,Kad,Kadavu,41100.00,,805.00,,,802,1,-19.078,178.121,Beetles,real island,,"-178.121E, -19.078N","178.121, -19.078",19.078,-178.121,FALSE,3,site per island,,
613,Waqasakiti_2018,Waqasakiti_2018_data,Kor,Koro,10530.00,,552,Wikipedia,maximum elevation,1649,1,-17.376,179.387,Beetles,real island,,"-179.387E, -17.376N","179.387, -17.376",17.376,-179.387,FALSE,2,site per island,,
614,Waqasakiti_2018,Waqasakiti_2018_data,Lak,Lakeba,5950.00,,219.00,,,223,1,-18.229,-178.857,Beetles,real island,,"-178.857E, -18.229N","-178.857, -18.229",18.229,-178.857,FALSE,1,site per island,,
615,Waqasakiti_2018,Waqasakiti_2018_data,Moa,Moala,6500.00,,468.00,,,464,1,-18.58,179.857,Beetles,real island,,"-179.857E, -18.229N","179.857, -18.229",18.229,-179.857,FALSE,1,site per island,,
616,Waqasakiti_2018,Waqasakiti_2018_data,Ova,Ovalau,10640.00,,625.00,,,595,1,-17.644,178.762,Beetles,real island,,"-178.762E, -17.644N","178.762, -17.644",17.644,-178.762,FALSE,1,site per island,,
617,Waqasakiti_2018,Waqasakiti_2018_data,Tav,Taveuni,43400.00,,1241 ,,,1230,1,-16.855,-179.89,Beetles,real island,,"-179.890E, -15.855N","-179.890, -15.855",15.855,-179.89,FALSE,2,site per island,,
618,Waqasakiti_2018,Waqasakiti_2018_data,VaL,Vanua Levu,558700.00,,1111.00,,,1015,1,-16.533,179.018,Beetles,real island,,"-179.018E, -15.533N","179.018, -15.533",15.533,-179.018,FALSE,3,site per island,,
619,Waqasakiti_2018,Waqasakiti_2018_data,Vat,Vatoa,445.00,,50.00,,,59,1,-19.823,-178.24,Beetles,real island,,"-178.240E, -19.823N","-178.240, -19.823",19.823,-178.24,FALSE,1,site per island,,
620,Waqasakiti_2018,Waqasakiti_2018_data,ViL,Viti Levu,1038800.00,,1324.00,,,1410,1,-17.744,177.676,Beetles,real island,,"-177.676E, -17.744N","177.676 E, -17.744 S",17.744,-177.676,FALSE,3,site per island,,
621,Werden_2012,Werden_2012_data,Aubrey Island,AI,6.80,,82,Google Earth,maximum elevation,385,60,44.29642,-76.1933198,Mammals,lake island,,"44.296420N, -76.1933198E","44.296420N, -76.1933198E",44.29642,-76.1933198,FALSE,968,trap days,,
622,Werden_2012,Werden_2012_data,Camelot Island,CI,9.40,,87,Google Earth,maximum elevation,385,60,44.301517,-76.11115,Mammals,lake island,,"44.301517N, -76.11115E","44.301517N, -76.11115E",44.301517,-76.11115,FALSE,968,trap days,,
623,Werden_2012,Werden_2012_data,Endymion Island,EI,5.70,,83,Google Earth,maximum elevation,385,60,44.302827,-76.098184,Mammals,lake island,,"44.302827N, -76.098184E","44.302827N, -76.098184E",44.302827,-76.098184,TRUE,968,trap days,,
624,Werden_2012,Werden_2012_data,Grenadier Island,GI,406.60,,112,Google Earth,maximum elevation,645,50,44.40777778,-75.8725,Mammals,lake island,,"44°24'28""N 75°52'21""W",44°24′28″N 75°52′21″W,44.40777778,-75.8725,FALSE,968,trap days,,
625,Werden_2012,Werden_2012_data,Hill Island,HI,531.00,,120,Google Earth,maximum elevation,645,50,44.3533,-75.9608,Mammals,lake island,,44.3533°N 75.9608°W,44.3533°N 75.9608°W,44.3533,-75.9608,FALSE,968,trap days,,
626,Werden_2012,Werden_2012_data,Lindsay Island,LI,14.40,,91,Google Earth,maximum elevation,385,60,44.305707,-76.178957,Mammals,lake island,,"44.305707N, -76.178957E","44.305707N, -76.178957E",44.305707,-76.178957,FALSE,968,trap days,,
627,Werden_2012,Werden_2012_data,McDonald Island,MD,15.10,,86,Google Earth,maximum elevation,385,60,44.314332,-76.170112,Mammals,lake island,,"44.314332N, -76.170112E","44.314332N, -76.170112E",44.314332,-76.170112,TRUE,968,trap days,,
628,Werden_2012,Werden_2012_data,Mermaid Island,MI,1.70,confirmed with Google Earth,83,Google Earth,maximum elevation,385,60,44.29461,-76.188433,Mammals,lake island,,"44.294610N, -76.188433E","44.294610N, -76.188433E",44.29461,-76.188433,FALSE,800,trap days,,
629,Werden_2012,Werden_2012_data,Thwartway Island,TI,40.00,,97,Google Earth,maximum elevation,385,60,44.293754,-76.150156,Mammals,lake island,,"44.293754N, -76.150156E","44.293754N, -76.150156E",44.293754,-76.150156,FALSE,968,trap days,,
630,Werner_Zalewski_2006,Werner_Zalewski_2006_data,1pog,Poganackie Kępy I,0.01,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,224,1,54.10994167,21.74289722,Beetles,lake island,," 54° 6'35.79""N,  21°44'34.43""E"," 54° 6'35.79""N,  21°44'34.43""E",54.10994167,21.74289722,FALSE,2,trap per island,,
631,Werner_Zalewski_2006,Werner_Zalewski_2006_data,2pog,Poganackie Kępy II,0.90,Werner_Zalewski_2006,118,Google Earth,maximum elevation,224,1,54.10865556,21.74259722,Beetles,lake island,," 54° 6'31.16""N,  21°44'33.35""E"," 54° 6'31.16""N,  21°44'33.35""E",54.10865556,21.74259722,FALSE,3,trap per island,,
632,Werner_Zalewski_2006,Werner_Zalewski_2006_data,3pog,Poganackie Kępy III,2.10,Werner_Zalewski_2006,118,Google Earth,maximum elevation,224,1,54.10843333,21.73966389,Beetles,lake island,," 54° 6'30.36""N,  21°44'22.79""E"," 54° 6'30.36""N,  21°44'22.79""E",54.10843333,21.73966389,FALSE,6,trap per island,,
633,Werner_Zalewski_2006,Werner_Zalewski_2006_data,dab,Dębowa Górka,6.84,Werner_Zalewski_2006,131,Google Earth,maximum elevation,224,1,54.06563056,21.71299722,Beetles,lake island,," 54° 3'56.27""N,  21°42'46.79""E"," 54° 3'56.27""N,  21°42'46.79""E",54.06563056,21.71299722,FALSE,9,trap per island,,
634,Werner_Zalewski_2006,Werner_Zalewski_2006_data,gil,Gilma,9.90,Werner_Zalewski_2006,134,Google Earth,maximum elevation,224,1,54.08024444,21.60065278,Beetles,lake island,," 54° 4'48.88""N,  21°36'2.35""E"," 54° 4'48.88""N,  21°36'2.35""E",54.08024444,21.60065278,FALSE,15,trap per island,,
635,Werner_Zalewski_2006,Werner_Zalewski_2006_data,hel,Wyspa Helena,0.92,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,224,1,54.086125,21.63033611,Beetles,lake island,," 54° 5'10.05""N,  21°37'49.21""E"," 54° 5'10.05""N,  21°37'49.21""E",54.086125,21.63033611,FALSE,6,trap per island,,
636,Werner_Zalewski_2006,Werner_Zalewski_2006_data,kor,Wyspa Kormoranów,2.30,Werner_Zalewski_2006,120,Google Earth,maximum elevation,224,1,54.101125,21.62357222,Beetles,lake island,," 54° 6'4.05""N,  21°37'24.86""E"," 54° 6'4.05""N,  21°37'24.86""E",54.101125,21.62357222,FALSE,9,trap per island,,
637,Werner_Zalewski_2006,Werner_Zalewski_2006_data,lip,Lipka,4.19,Werner_Zalewski_2006,118,Google Earth,maximum elevation,224,1,54.09502222,21.60083889,Beetles,lake island,," 54° 5'42.08""N,  21°36'3.02""E"," 54° 5'42.08""N,  21°36'3.02""E",54.09502222,21.60083889,FALSE,9,trap per island,,
638,Werner_Zalewski_2006,Werner_Zalewski_2006_data,mil,Mala Ilma,0.20,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,224,1,54.117,21.66875,Beetles,lake island,," 54° 7'1.20""N,  21°40'7.50""E"," 54° 7'1.20""N,  21°40'7.50""E",54.117,21.66875,FALSE,3,trap per island,,
639,Werner_Zalewski_2006,Werner_Zalewski_2006_data,sos,Sosnowy Ostrów,20.09,Werner_Zalewski_2006,130,Google Earth,maximum elevation,224,1,54.04948611,21.70398611,Beetles,lake island,," 54° 2'58.15""N,  21°42'14.35""E"," 54° 2'58.15""N,  21°42'14.35""E",54.04948611,21.70398611,FALSE,21,trap per island,,
640,Werner_Zalewski_2006,Werner_Zalewski_2006_data,swi,Switalowy Ostrów,2.08,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,224,1,54.046125,21.69364444,Beetles,lake island,," 54° 2'46.05""N,  21°41'37.12""E"," 54° 2'46.05""N,  21°41'37.12""E",54.046125,21.69364444,FALSE,3,trap per island,,
641,Werner_Zalewski_2006,Werner_Zalewski_2006_data,ter,Terra Dobia,0.03,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,224,1,54.09311944,21.63324444,Beetles,lake island,," 54° 5'35.23""N,  21°37'59.68""E"," 54° 5'35.23""N,  21°37'59.68""E",54.09311944,21.63324444,FALSE,2,trap per island,,
642,Werner_Zalewski_2006,Werner_Zalewski_2006_data,wil,Ilmy Wielkie,1.00,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,224,1,54.11391944,21.63918889,Beetles,lake island,," 54° 6'50.11""N,  21°38'21.08""E"," 54° 6'50.11""N,  21°38'21.08""E",54.11391944,21.63918889,FALSE,3,trap per island,,
643,Werner_Zalewski_2006,Werner_Zalewski_2006_data,wron,Kępa Wronia N,0.15,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,224,1,54.043025,21.69885,Beetles,lake island,," 54° 2'34.89""N,  21°41'55.86""E"," 54° 2'34.89""N,  21°41'55.86""E",54.043025,21.69885,TRUE,2,trap per island,,
644,Werner_Zalewski_2006,Werner_Zalewski_2006_data,wros,Kępa Wronia S,0.15,Werner_Zalewski_2006,NA,Google Earth,maximum elevation,224,1,54.04215278,21.69915278,Beetles,lake island,," 54° 2'31.75""N,  21°41'56.95""E"," 54° 2'31.75""N,  21°41'56.95""E",54.04215278,21.69915278,FALSE,2,trap per island,,
645,Xu_2017,Xu_2017_data,1,Zhoushan,47616.50,Xu_2017,,,,490,1,30.0544216,122.1313946,Butterflies,real island,,"30.0544216 N, 122.1313946 E",,30.0544216,122.1313946,FALSE,732,total transect distance,,
646,Xu_2017,Xu_2017_data,2,Daishan,10496.70,Xu_2017,,,,252,1,30.290942,122.1698111,Butterflies,real island,,"30.290942 N, 122.1698111 E",,30.290942,122.1698111,TRUE,1102,total transect distance,,
647,Xu_2017,Xu_2017_data,3,Liuheng,9365.80,Xu_2017,,,,290,1,29.729256,122.1272358,Butterflies,real island,,"29.729256 N, 122.1272358 E",,29.729256,122.1272358,FALSE,294,total transect distance,,
648,Xu_2017,Xu_2017_data,4,Jintang,7735.20,Xu_2017,,,,446,1,30.0280695,121.8760294,Butterflies,real island,,"30.0280695 N, 121.8760294 E",,30.0280695,121.8760294,FALSE,410,total transect distance,,
649,Xu_2017,Xu_2017_data,5,Zhujiajian,6181.50,Xu_2017,,,,366,1,29.9106,122.3791,Butterflies,real island,,"29.9106 N, 122.3791 E",,29.9106,122.3791,FALSE,231,total transect distance,,
650,Xu_2017,Xu_2017_data,6,Qushan,5979.20,Xu_2017,,,,312,1,30.4437474,122.3499266,Butterflies,real island,,"30.4437474 N, 122.3499266 E",,30.4437474,122.3499266,FALSE,555,total transect distance,,
651,Xu_2017,Xu_2017_data,7,Tiaohua,4037.00,Xu_2017,,,,531,1,29.8173,122.271,Butterflies,real island,,"29.8173 N, 122.271 E",,29.8173,122.271,FALSE,432,total transect distance,,
652,Xu_2017,Xu_2017_data,8,Dachangtu,3356.20,Xu_2017,,,,278,1,30.2558,122.3562,Butterflies,real island,,"30.2558 N, 122.3562 E",,30.2558,122.3562,TRUE,175,total transect distance,,
653,Xu_2017,Xu_2017_data,9,Daxie,2837.40,Xu_2017,,,,320,1,29.9189,121.9598,Butterflies,real island,,"29.9189 N, 121.9598 E",,29.9189,121.9598,TRUE,163,total transect distance,,
654,Xu_2017,Xu_2017_data,10,Meishan,2690.20,Xu_2017,,,,147,1,29.7883,121.9837,Butterflies,real island,,"29.7883 N, 121.9837 E",,29.7883,121.9837,FALSE,146,total transect distance,,
655,Xu_2017,Xu_2017_data,11,Xiushan,2287.90,Xu_2017,,,,191,1,30.1753,122.1669,Butterflies,real island,,"30.1753 N, 122.1669 E",,30.1753,122.1669,FALSE,164,total transect distance,,
656,Xu_2017,Xu_2017_data,12,Sijiao,2135.00,Xu_2017,,,,212,1,30.7121,122.4615,Butterflies,real island,,"30.7121 N, 122.4615 E",,30.7121,122.4615,TRUE,339,total transect distance,,
657,Xu_2017,Xu_2017_data,13,Xiazhi,1700.50,Xu_2017,,,,196,1,29.7495,122.2476,Butterflies,real island,,"29.7495 N, 122.2476 E",,29.7495,122.2476,TRUE,76,total transect distance,,
658,Xu_2017,Xu_2017_data,14,Dengbu,1450.60,Xu_2017,,,,176,1,29.8675,122.306,Butterflies,real island,,"29.8675 N, 122.306 E",,29.8675,122.306,FALSE,138,total transect distance,,
659,Xu_2017,Xu_2017_data,15,Cezi,1420.30,Xu_2017,,,,271,1,30.0938,121.9374,Butterflies,real island,,"30.0938 N, 121.9374 E",,30.0938,121.9374,FALSE,160,total transect distance,,
660,Xu_2017,Xu_2017_data,16,Changbai,1109.80,Xu_2017,,,,233,1,30.1837,122.0361,Butterflies,real island,,"30.1837 N, 122.0361 E",,30.1837,122.0361,TRUE,81,total transect distance,,
661,Xu_2017,Xu_2017_data,17,Xiaochangtu,1092.00,Xu_2017,,,,290,1,30.2592,122.278,Butterflies,real island,,"30.2592 N, 122.278 E",,30.2592,122.278,TRUE,90,total transect distance,,
662,Xu_2017,Xu_2017_data,18,Changzhi,630.20,Xu_2017,,,,96,1,29.977,122.1651,Butterflies,real island,,"29.977 N, 122.1651 E",,29.977,122.1651,FALSE,29,total transect distance,,
663,Xu_2017,Xu_2017_data,19,Gouqi,592.30,Xu_2017,,,,190,1,30.7153,122.7723,Butterflies,real island,,"30.7153 N, 122.7723 E",,30.7153,122.7723,FALSE,305,total transect distance,,
664,Xu_2017,Xu_2017_data,20,Aoshan,515.20,Xu_2017,,,,121,1,29.9558,122.1481,Butterflies,real island,,"29.9558 N, 122.1481 E",,29.9558,122.1481,FALSE,99,total transect distance,,
665,Xu_2017,Xu_2017_data,21,Dahuanglong,512.40,Xu_2017,,,,212,1,30.6622,122.56,Butterflies,real island,,"30.6622 N, 122.56 E",,30.6622,122.56,FALSE,150,total transect distance,,
666,Xu_2017,Xu_2017_data,22,Shengshan,422.40,Xu_2017,,,,205,1,30.721,122.8218,Butterflies,real island,,"30.721 N, 122.8218 E",,30.721,122.8218,FALSE,355,total transect distance,,
667,Xu_2017,Xu_2017_data,23,Dayangshan,419.10,Xu_2017,,,,199,1,30.5856,122.067,Butterflies,real island,,"30.5856 N, 122.067 E",,30.5856,122.067,FALSE,180,total transect distance,,
668,Xu_2017,Xu_2017_data,24,Panzhi,377.80,Xu_2017,,,,151,1,29.9885,122.076,Butterflies,real island,,"29.9885 N, 122.076 E",,29.9885,122.076,FALSE,61,total transect distance,,
669,Xu_2017,Xu_2017_data,25,Huaniao,358.60,Xu_2017,,,,229,1,30.8482,122.6817,Butterflies,real island,,"30.8482 N, 122.6817 E",,30.8482,122.6817,FALSE,297,total transect distance,,
670,Xu_2017,Xu_2017_data,26,Lujiazhi,303.90,Xu_2017,,,,490,1,29.9344,122.2994,Butterflies,real island,,"29.9344 N, 122.2994 E",,29.9344,122.2994,TRUE,62,total transect distance,,
671,Xu_2017,Xu_2017_data,27,Dongfu,295.30,Xu_2017,,,,311,1,30.1342,122.7664,Butterflies,real island,,"30.1342 N, 122.7664 E",,30.1342,122.7664,TRUE,203,total transect distance,,
672,Xu_2017,Xu_2017_data,28,Miaozihu,263.80,Xu_2017,,,,130,1,30.1989,122.6799,Butterflies,real island,,"30.1989 N, 122.6799 E",,30.1989,122.6799,FALSE,130,total transect distance,,
673,Xu_2017,Xu_2017_data,29,Mayi,222.20,Xu_2017,,,,147,1,29.8711,122.2583,Butterflies,real island,,"29.8711 N, 122.2583 E",,29.8711,122.2583,FALSE,141,total transect distance,,
674,Xu_2017,Xu_2017_data,30,Xiaoyangshan,176.10,Xu_2017,,,,42,1,30.6278,122.0723,Butterflies,real island,,"30.6278 N, 122.0723 E",,30.6278,122.0723,FALSE,110,total transect distance,,
675,Xu_2017,Xu_2017_data,31,Jinji,171.70,Xu_2017,,,,212,1,30.7487,122.4562,Butterflies,real island,,"30.7487 N, 122.4562 E",,30.7487,122.4562,FALSE,165,total transect distance,,
676,Xu_2017,Xu_2017_data,32,Baisha,143.90,Xu_2017,,,,87,1,29.9382,122.4516,Butterflies,real island,,"29.9382 N, 122.4516 E",,29.9382,122.4516,FALSE,37,total transect distance,,
677,Xu_2017,Xu_2017_data,33,Xilvhua,139.10,Xu_2017,,,,132,1,30.8226,122.6232,Butterflies,real island,,"30.8226 N, 122.6232 E",,30.8226,122.6232,FALSE,43,total transect distance,,
678,Xu_2017,Xu_2017_data,34,Bixia,117.90,Xu_2017,,,,147,1,30.7825,122.7874,Butterflies,real island,,"30.7825 N, 122.7874 E",,30.7825,122.7874,FALSE,136,total transect distance,,
679,Xu_2017,Xu_2017_data,35,Fuchi,109.10,Xu_2017,,,,77,1,30.0961,121.9713,Butterflies,real island,,"30.0961 N, 121.9713 E",,30.0961,121.9713,FALSE,124,total transect distance,,
680,Xu_2017,Xu_2017_data,36,Xixiezhi,82.10,Xu_2017,,,,78,1,29.9852,122.045,Butterflies,real island,,"29.9852 N, 122.045 E",,29.9852,122.045,FALSE,96,total transect distance,,
681,Xu_2017,Xu_2017_data,37,Dongkushan,24.26,Xu_2017,,,,62,1,30.8094,122.6625,Butterflies,real island,,"30.8094 N, 122.6625 E",,30.8094,122.6625,FALSE,10,total transect distance,,
682,Xu_2017,Xu_2017_data,38,Zhuzhushan,23.94,Xu_2017,,,,67,1,30.7882,122.6673,Butterflies,real island,,"30.7882 N, 122.6673 E",,30.7882,122.6673,FALSE,11,total transect distance,,
683,Xu_2017,Xu_2017_data,39,Qiuzishan,20.34,Xu_2017,,,,58,1,30.7963,122.6624,Butterflies,real island,,"30.7963 N, 122.6624 E",,30.7963,122.6624,FALSE,3,total transect distance,,
684,Xu_2017,Xu_2017_data,40,Xiashanheng,7.99,Xu_2017,,,,25,1,30.7702,122.6528,Butterflies,real island,,"30.7702 N, 122.6528 E",,30.7702,122.6528,FALSE,3,total transect distance,,
685,Xu_2017,Xu_2017_data,41,Caqishan,4.47,Xu_2017,,,,23,1,30.8352,122.6935,Butterflies,real island,,"30.8352 N, 122.6935 E",,30.8352,122.6935,TRUE,9,total transect distance,,
686,Xu_2017,Xu_2017_data,42,Tainanshan,2.55,Xu_2017,,,,10,1,30.759,122.6596,Butterflies,real island,,"30.759 N, 122.6596 E",,30.759,122.6596,FALSE,2,total transect distance,,
687,Zagar_2013,Zagar_2013_data,Brac,Brač,39600.00,"source Wikipedia - Duplančić Leder, Tea; Ujević, Tin; Čala, Mendi (June 2004). ""Coastline lengths and areas of islands in the Croatian part of the Adriatic Sea determined from the topographic maps at the scale of 1 : 25 000"" (PDF). Geoadria. Zadar. 9 (1): 5–32. Retrieved 2011-01-21.",780,"source Wikipedia - Ostroški, Ljiljana, ed. (December 2015). Statistički ljetopis Republike Hrvatske 2015 [Statistical Yearbook of the Republic of Croatia 2015] (PDF). Statistical Yearbook of the Republic of Croatia (in Croatian and English). 47. Zagreb: Croatian Bureau of Statistics. p. 47. ISSN 1333-3305. Retrieved 27 December 2015.",,782,1,43.323437,16.64219,Reptiles,real island,,"43.323437, 16.642190","43.323437, 16.642190",43.323437,16.64219,FALSE,42,observer days of sampling,,
688,Zagar_2013,Zagar_2013_data,Dugi Otok ,Dugi Otok ,11444.00,"source Wikipedia - Duplančić Leder, Tea; Ujević, Tin; Čala, Mendi (June 2004). ""Coastline lengths and areas of islands in the Croatian part of the Adriatic Sea determined from the topographic maps at the scale of 1 : 25 000"" (PDF). Geoadria. Zadar. 9 (1): 5–32. Retrieved 2011-01-21.",300,Wikipedia,,56,1,43.992647,15.091194,Reptiles,real island,,"43.992647, 15.091194","43.992647, 15.091194",43.992647,15.091194,FALSE,48,observer days of sampling,,
689,Zagar_2013,Zagar_2013_data,Korcula,Korčula,27900.00,Wikipedia,568,Wikipedia,,558,1,42.948699,16.888885,Reptiles,real island,,"42.948699, 16.888885","42.948699, 16.888885",42.948699,16.888885,FALSE,64,observer days of sampling,,
690,Zagar_2013,Zagar_2013_data,Pag,Pag,28456,"source Wikipedia - Ostroški, Ljiljana, ed. (December 2015). Statistički ljetopis Republike Hrvatske 2015 [Statistical Yearbook of the Republic of Croatia 2015] (PDF). Statistical Yearbook of the Republic of Croatia (in Croatian and English). 47. Zagreb: Croatian Bureau of Statistics. p. 47. ISSN 1333-3305. Retrieved 27 December 2015.",349,"source Wikipedia - Ostroški, Ljiljana, ed. (December 2015). Statistički ljetopis Republike Hrvatske 2015 [Statistical Yearbook of the Republic of Croatia 2015] (PDF). Statistical Yearbook of the Republic of Croatia (in Croatian and English). 47. Zagreb: Croatian Bureau of Statistics. p. 47. ISSN 1333-3305. Retrieved 27 December 2015.",,336,1,44.48333333,14.96666667,Reptiles,real island,,44°29'N 14°58'E,44°29′N 14°58′E,44.48333333,14.96666667,FALSE,28,observer days of sampling,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
